,,,,,,,,,,,,,
,,,,,,,,,,,,,
 Veh 1 Color, Veh 1 Speed, Veh 1 Distance, Veh 1 Deviation, Veh 1 Integral, Veh 1 Derivative, Veh 1 Angle, Veh 2 Color, Veh 2 Speed, Veh 2 Distance, Veh 2 Deviation, Veh 2 Integral, Veh 2 Derivative, Veh 2 Angle
39,90,321,1.5,0,-6,-2.4,25,165,332,-15,0,-26,-22
32,90,321,-5.5,0,-7,-5.7,51,90,326,11,0,26,19.6
36,90,321,-1.5,0,4,1.4,66,94.5,439,26,26,15,25.7
39,90,321,1.5,0,3,2.1,7,99.225,483,-33,0,-59,-49.3
37,90,321,-0.5,0,-2,-1.2,12,104.18625,483,-28,-28,5,-17.1
37,90,385,-0.5,0,0,-0.2,80,109.3955625,479,40,0,68,58
35,90,353,-2.5,0,-2,-2,79,114.8653406,456,39,39,-1,26.8
38,90,345,0.5,0,3,1.7,5,120.6086077,456,-35,0,-74,-58
40,90,321,2.5,0,2,2,6,126.639038,515,-34,-34,1,-23.3
38,90,321,0.5,0,-2,-0.8,70,132.9709899,455,30,0,64,50
32,90,326,-5.5,0,-6,-5.2,71,139.6195394,456,31,31,1,22.2
37,90,326,-0.5,0,5,2.3,17,146.6005164,435,-23,0,-54,-40.8
43,90,326,5.5,0,6,5.2,16,153.9305422,435,-24,-24,-1,-17.3
28,90,326,-9.5,0,-15,-11.3,68,161.6270693,456,28,0,52,42.8
29,90,326,-8.5,0,1,-2.9,66,165,473,26,26,-2,17.2
42,90,326,4.5,0,13,8.3,6,165,439,-34,0,-60,-50.4
37,90,326,-0.5,0,-5,-2.7,15,165,433,-25,-25,9,-13
35,90,326,-2.5,0,-2,-2,66,165,433,26,0,51,41.1
37,90,326,-0.5,0,2,0.8,71,165,433,31,31,5,24.2
42,90.5,2293,4.5,0,5,4.3,34,165,433,-6,0,-37,-22.1
45,91,2275,7.5,0,3,4.5,54,165,433,14,0,20,18.4
36,91.5,2261,-1.5,0,-9,-5.1,58,165,2550,18,18,4,14.6
35,92,2253,-2.5,0,-1,-1.5,75,165,2550,35,53,17,34.8
36,90,326,-1.5,0,1,-0.1,72,165,2550,32,85,-3,26.2
36,90.5,2238,-1.5,0,0,-0.6,76,165,2550,36,121,4,35.7
39,91,2222,1.5,0,3,2.1,81,90,2550,41,162,5,43.3
37,91.5,2205,-0.5,0,-2,-1.2,80,90,2550,40,202,-1,43.7
39,92,2192,1.5,0,2,1.6,81,90,2550,41,243,1,49.4
39,92.5,2170,1.5,0,0,0.6,35,90,416,-5,0,-46,-26
39,93,2177,1.5,0,0,0.6,26,94.5,376,-14,-14,-9,-14.3
44,93.5,2163,6.5,0,5,5.1,73,99.225,418,33,0,47,43.3
44,94,2122,6.5,0,0,2.6,42,104.18625,418,2,0,-31,-14.3
33,94.5,2550,-4.5,0,-11,-7.3,34,109.3955625,418,-6,0,-8,-7.6
39,95,2550,1.5,0,6,3.6,60,114.8653406,1244,20,0,26,25
44,95.5,2550,6.5,0,5,5.1,67,120.6086077,1244,27,27,7,22.4
30,96,2550,-7.5,0,-14,-10,58,126.639038,1244,18,45,-9,10.8
31,96.5,2550,-6.5,0,1,-2.1,62,132.9709899,1164,22,67,4,21.9
46,97,2550,8.5,0,15,10.9,74,139.6195394,1135,34,101,12,36.5
38,97.5,2550,0.5,0,-8,-3.8,48,90,357,8,0,-26,-8.2
22,98,2550,-15.5,0,-16,-14.2,60,94.5,357,20,20,12,20
38,98.5,2550,0.5,0,16,8.2,73,99.225,357,33,53,13,31.6
45,90,338,7.5,0,7,6.5,62,104.18625,364,22,75,-11,15.2
33,90.5,2116,-4.5,0,-12,-7.8,56,90,328,16,91,-6,15.7
33,91,2071,-4.5,0,0,-1.8,70,94.5,336,30,121,14,37.1
36,91.5,2036,-1.5,0,3,0.9,67,90,326,27,148,-3,29.5
38,92,2041,0.5,0,2,1.2,20,90,328,-20,0,-47,-35.5
38,92.5,2550,0.5,0,0,0.2,31,90,321,-9,0,11,0.1
38,93,1983,0.5,0,0,0.2,62,94.5,334,22,0,31,28.7
44,93.5,1974,6.5,0,6,5.6,55,90,321,15,15,-7,7
40,94,1963,2.5,0,-4,-1,41,90,330,1,0,-14,-6.4
37,94.5,1919,-0.5,0,-3,-1.7,43,90,326,3,0,2,2.8
39,95,1925,1.5,0,2,1.6,48,90,326,8,0,5,7.3
41,95.5,1800,3.5,0,2,2.4,48,90,326,8,0,0,4.8
39,96,1879,1.5,0,-2,-0.4,46,90,326,6,0,-2,2.6
36,96.5,1856,-1.5,0,-3,-2.1,47,90,326,7,0,1,4.7
36,97,1850,-1.5,0,0,-0.6,39,90,326,-1,0,-8,-4.6
33,97.5,1866,-4.5,0,-3,-3.3,40,90,326,0,0,1,0.5
36,98,1757,-1.5,0,3,0.9,49,90,328,9,0,9,9.9
46,98.5,1726,8.5,0,10,8.4,30,90,321,-10,0,-19,-15.5
31,99,1726,-6.5,0,-15,-10.1,43,90,321,3,0,13,8.3
30,99.5,1726,-7.5,0,-1,-3.5,45,90,321,5,0,2,4
47,100,1726,9.5,0,17,12.3,33,90,321,-7,0,-12,-10.2
52,100.5,1726,14.5,14.5,5,9.75,42,90,326,2,0,9,5.7
54,101,1726,16.5,31,2,10.7,44,90,326,4,0,2,3.4
68,101.5,1726,30.5,61.5,14,25.35,42,90,321,2,0,-2,0.2
62,102,1726,24.5,86,-6,15.4,41,90,330,1,0,-1,0.1
55,102.5,1597,17.5,103.5,-7,13.85,38,90,326,-2,0,-3,-2.7
55,103,1672,17.5,121,0,19.1,37,90,326,-3,0,-1,-2.3
53,103.5,1658,15.5,136.5,-2,18.85,39,90,321,-1,0,2,0.4
59,104,2550,21.5,158,6,27.4,46,90,326,6,0,7,7.1
56,104.5,2550,18.5,176.5,-3,23.55,42,90,326,2,0,-4,-0.8
49,105,2550,11.5,188,-7,19.9,28,90,326,-12,0,-14,-14.2
33,105.5,2550,-4.5,0,-16,-9.8,42,90,326,2,0,14,8.2
63,106,1519,25.5,0,30,25.2,44,90,326,4,0,2,3.4
80,106.5,2550,42.5,42.5,17,29.75,40,94.5,376,0,0,-4,-2
37,107,1509,-0.5,0,-43,-21.7,38,90,326,-2,0,-2,-2.2
32,107.5,2550,-5.5,0,-5,-4.7,42,94.5,340,2,0,4,3.2
64,108,2550,26.5,0,32,26.6,45,99.225,338,5,0,3,4.5
57,108.5,2550,19.5,19.5,-7,6.25,40,104.18625,338,0,0,-5,-2.5
53,109,2550,15.5,35,-4,7.7,40,90,321,0,0,0,0
55,109.5,2550,17.5,52.5,2,13.25,38,90,321,-2,0,-2,-2.2
56,110,2550,18.5,71,1,15,42,94.5,340,2,0,4,3.2
54,110.5,2550,16.5,87.5,-2,14.35,41,90,326,1,0,-1,0.1
56,111,2550,18.5,106,2,19,41,90,321,1,0,0,0.6
61,111.5,2550,23.5,129.5,5,24.85,38,90,326,-2,0,-3,-2.7
67,112,2550,29.5,159,6,30.7,41,90,326,1,0,3,2.1
62,112.5,2550,24.5,183.5,-5,25.65,41,90,324,1,0,0,0.6
60,113,2550,22.5,206,-2,28.6,44,90,326,4,0,3,3.9
54,113.5,2550,16.5,222.5,-6,25.85,44,94.5,349,4,0,0,2.4
53,114,2550,15.5,238,-1,29.5,42,90,321,2,0,-2,0.2
54,114.5,2550,16.5,254.5,1,32.55,38,90,321,-2,0,-4,-3.2
56,115,2550,18.5,273,2,35.7,41,90,321,1,0,3,2.1
14,115.5,2550,-23.5,0,-42,-30.4,39,90,329,-1,0,-2,-1.6
5,116,2550,-32.5,-32.5,-9,-20.75,42,94.5,348,2,0,3,2.7
24,116.5,2550,-13.5,-46,19,-0.5,40,99.225,357,0,0,-2,-1
48,117,2550,10.5,0,24,16.2,37,104.18625,349,-3,0,-3,-3.3
33,117.5,2550,-4.5,0,-15,-9.3,37,109.3955625,355,-3,0,0,-1.8
22,118,2550,-15.5,-15.5,-11,-13.25,40,114.8653406,336,0,0,3,1.5
42,118.5,2550,4.5,0,20,11.8,46,120.6086077,372,6,0,6,6.6
42,119,2550,4.5,0,0,1.8,39,126.639038,334,-1,0,-7,-4.1
33,119.5,2550,-4.5,0,-9,-6.3,36,90,326,-4,0,-3,-3.9
40,120,2550,2.5,0,7,4.5,38,94.5,353,-2,0,2,-0.2
43,120.5,2550,5.5,0,3,3.7,39,90,326,-1,0,1,-0.1
43,121,2550,5.5,0,0,2.2,42,94.5,357,2,0,3,2.7
41,121.5,2550,3.5,0,-2,0.4,41,99.225,361,1,0,-1,0.1
38,90,326,0.5,0,-3,-1.3,41,90,321,1,0,0,0.6
39,90,326,1.5,0,1,1.1,40,94.5,355,0,0,-1,-0.5
37,90,326,-0.5,0,-2,-1.2,43,99.225,408,3,0,3,3.3
39,90.5,2550,1.5,0,2,1.6,43,104.18625,341,3,0,0,1.8
35,91,2550,-2.5,0,-4,-3,42,109.3955625,357,2,0,-1,0.7
33,91.5,2550,-4.5,0,-2,-2.8,41,114.8653406,374,1,0,-1,0.1
41,92,2550,3.5,0,8,5.4,39,120.6086077,410,-1,0,-2,-1.6
37,92.5,2550,-0.5,0,-4,-2.2,40,126.639038,357,0,0,1,0.5
35,93,2550,-2.5,0,-2,-2,43,132.9709899,355,3,0,3,3.3
43,93.5,2550,5.5,0,8,6.2,39,139.6195394,349,-1,0,-4,-2.6
39,94,2550,1.5,0,-4,-1.4,37,146.6005164,370,-3,0,-2,-2.8
29,94.5,2550,-8.5,0,-10,-8.4,37,153.9305422,376,-3,0,0,-1.8
35,95,2550,-2.5,0,6,2,49,161.6270693,1763,9,0,12,11.4
40,95.5,2550,2.5,0,5,3.5,57,165,420,17,17,8,15.9
34,96,2550,-3.5,0,-6,-4.4,74,165,389,34,51,17,34
38,96.5,2550,0.5,0,4,2.2,67,165,366,27,78,-7,20.5
47,97,2550,9.5,0,9,8.3,66,165,1679,26,104,-1,25.5
36,97.5,2550,-1.5,0,-11,-6.1,71,90,326,31,135,5,34.6
35,98,2550,-2.5,0,-1,-1.5,73,90,326,33,168,2,37.6
41,98.5,2550,3.5,0,6,4.4,45,90,362,5,0,-28,-11
41,99,2550,3.5,0,0,1.4,31,94.5,334,-9,0,-14,-12.4
33,99.5,2550,-4.5,0,-8,-5.8,77,99.225,348,37,0,46,45.2
36,100,2550,-1.5,0,3,0.9,68,104.18625,380,28,28,-9,15.1
44,100.5,2550,6.5,0,8,6.6,85,90,321,45,73,17,42.8
34,101,2550,-3.5,0,-10,-6.4,41,90,326,1,0,-44,-21.4
31,101.5,2550,-6.5,0,-3,-4.1,10,90,326,-30,0,-31,-33.5
39,102,2550,1.5,0,8,4.6,78,94.5,2550,38,0,68,56.8
39,102.5,2550,1.5,0,0,0.6,73,99.225,2550,33,33,-5,20.6
36,103,2550,-1.5,0,-3,-2.1,36,104.18625,340,-4,0,-37,-20.9
42,103.5,2550,4.5,0,6,4.8,57,109.3955625,357,17,0,21,20.7
41,104,2550,3.5,0,-1,0.9,64,114.8653406,357,24,24,7,20.3
35,104.5,2550,-2.5,0,-6,-4,67,120.6086077,353,27,51,3,22.8
36,105,2183,-1.5,0,1,-0.1,62,126.639038,2550,22,73,-5,18
41,105.5,2550,3.5,0,5,3.9,65,132.9709899,2550,25,98,3,26.3
39,106,2550,1.5,0,-2,-0.4,68,139.6195394,2550,28,126,3,30.9
37,106.5,2550,-0.5,0,-2,-1.2,71,90,336,31,157,3,35.8
43,107,2550,5.5,0,6,5.2,62,90,328,22,179,-9,26.6
50,107.5,2550,12.5,12.5,7,9.75,23,90,326,-17,0,-39,-29.7
30,108,2550,-7.5,0,-20,-13,55,90,321,15,0,32,25
29,108.5,2550,-8.5,0,-1,-3.9,63,90,321,23,23,8,20.1
40,109,2550,2.5,0,11,6.5,59,90,326,19,42,-4,13.6
39,109.5,2550,1.5,0,-1,0.1,55,90,326,15,57,-4,12.7
35,110,2550,-2.5,0,-4,-3,52,90,321,12,69,-3,12.6
33,110.5,2550,-4.5,0,-2,-2.8,42,90,326,2,0,-10,-3.8
40,111,2550,2.5,0,7,4.5,44,90,321,4,0,2,3.4
38,111.5,2550,0.5,0,-2,-0.8,57,90,321,17,17,13,18.4
36,112,2550,-1.5,0,-2,-1.6,44,90,321,4,0,-13,-4.1
56,112.5,2550,18.5,0,20,17.4,40,90,326,0,0,-4,-2
51,113,2550,13.5,13.5,-5,4.25,46,90,321,6,0,6,6.6
50,113.5,2550,12.5,26,-1,7.1,44,90,326,4,0,-2,1.4
56,114,2550,18.5,44.5,6,14.85,37,90,321,-3,0,-7,-5.3
60,90,391,22.5,67,4,17.7,44,90,326,4,0,7,5.9
57,90,391,19.5,86.5,-3,14.95,42,90,321,2,0,-2,0.2
52,90.5,2550,14.5,101,-5,13.4,41,90,321,1,0,-1,0.1
49,90,329,11.5,112.5,-3,14.35,39,90,326,-1,0,-2,-1.6
52,90,330,14.5,127,3,20,42,90,321,2,0,3,2.7
54,90.5,2465,16.5,143.5,2,21.95,42,90,321,2,0,0,1.2
53,91,2550,15.5,159,-1,21.6,42,90,326,2,0,0,1.2
36,91.5,2550,-1.5,0,-17,-9.1,41,90,321,1,0,-1,0.1
54,92,2550,16.5,0,18,15.6,42,90,330,2,0,1,1.7
70,92.5,2550,32.5,32.5,16,24.25,41,90,321,1,0,-1,0.1
76,93,2550,38.5,71,6,25.5,39,90,326,-1,0,-2,-1.6
48,93.5,2550,10.5,81.5,-28,-1.65,44,90,321,4,0,5,4.9
37,94,2550,-0.5,0,-11,-5.7,37,90,326,-3,0,-7,-5.3
55,94.5,1404,17.5,0,18,16,50,90,326,10,0,13,12.5
59,95,1400,21.5,21.5,4,12.75,26,94.5,336,-14,0,-24,-20.4
52,95.5,2550,14.5,36,-7,5.9,42,99.225,357,2,0,16,9.2
56,96,1349,18.5,54.5,4,14.85,46,90,329,6,0,4,5.6
62,96.5,1349,24.5,79,6,20.7,38,94.5,355,-2,0,-8,-5.2
60,97,1343,22.5,101.5,-2,18.15,44,99.225,362,4,0,6,5.4
52,97.5,2550,14.5,116,-8,13.4,37,104.18625,357,-3,0,-7,-5.3
53,98,2550,15.5,131.5,1,19.85,32,109.3955625,364,-8,0,-5,-7.3
50,98.5,2550,12.5,144,-3,17.9,46,114.8653406,355,6,0,14,10.6
43,99,2550,5.5,0,-7,-1.3,44,120.6086077,349,4,0,-2,1.4
61,99.5,2550,23.5,23.5,18,20.75,31,126.639038,349,-9,0,-13,-11.9
62,100,2550,24.5,48,1,15.1,44,132.9709899,340,4,0,13,8.9
59,100.5,2550,21.5,69.5,-3,14.05,55,139.6195394,347,15,15,11,16
60,101,2550,22.5,92,1,18.7,29,146.6005164,348,-11,0,-26,-19.6
59,101.5,2550,21.5,113.5,-1,19.45,39,90,328,-1,0,10,4.4
63,102,2550,25.5,139,4,26.1,47,90,328,7,0,8,8.2
64,102.5,2550,26.5,165.5,1,27.65,27,90,329,-13,0,-20,-17.8
48,103,2550,10.5,176,-16,13.8,44,94.5,336,4,0,17,10.9
15,103.5,2550,-22.5,0,-33,-25.5,51,99.225,353,11,11,7,11.2
21,104,2550,-16.5,-16.5,6,-5.25,24,104.18625,365,-16,0,-27,-23.1
56,104.5,2550,18.5,0,35,24.9,38,109.3955625,345,-2,0,14,5.8
51,105,2550,13.5,13.5,-5,4.25,50,114.8653406,347,10,0,12,12
37,105.5,2550,-0.5,0,-14,-7.2,31,120.6086077,349,-9,0,-19,-14.9
43,106,2550,5.5,0,6,5.2,41,126.639038,336,1,0,10,5.6
42,106.5,2550,4.5,0,-1,1.3,47,132.9709899,340,7,0,6,7.2
51,107,2550,13.5,13.5,9,11.25,39,90,321,-1,0,-8,-4.6
34,107.5,2550,-3.5,0,-17,-9.9,35,90,321,-5,0,-4,-5
33,108,2550,-4.5,0,-1,-2.3,40,90,321,0,0,5,2.5
42,108.5,2550,4.5,0,9,6.3,46,90,329,6,0,6,6.6
45,90,399,7.5,0,3,4.5,39,90,321,-1,0,-7,-4.1
39,90,399,1.5,0,-6,-2.4,39,90,328,-1,0,0,-0.6
35,90,353,-2.5,0,-4,-3,41,94.5,334,1,0,2,1.6
40,90,321,2.5,0,5,3.5,45,90,330,5,0,4,5
39,90,321,1.5,0,-1,0.1,48,90,321,8,0,3,6.3
34,90,326,-3.5,0,-5,-3.9,31,90,326,-9,0,-17,-13.9
32,90,326,-5.5,0,-2,-3.2,37,90,326,-3,0,6,1.2
48,90,321,10.5,0,16,12.2,46,94.5,338,6,0,9,8.1
28,90,326,-9.5,0,-20,-13.8,37,90,321,-3,0,-9,-6.3
29,90,326,-8.5,0,1,-2.9,36,94.5,340,-4,0,-1,-2.9
42,90,392,4.5,0,13,8.3,41,90,326,1,0,5,3.1
39,90,399,1.5,0,-3,-0.9,43,90,329,3,0,2,2.8
30,90,399,-7.5,0,-9,-7.5,39,94.5,340,-1,0,-4,-2.6
37,90,399,-0.5,0,7,3.3,39,99.225,357,-1,0,0,-0.6
39,90.5,2206,1.5,0,2,1.6,39,104.18625,357,-1,0,0,-0.6
